,type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
168,white,2.0149030205422647,-1.2378743560016174,0.31,2.191653532286764,-2.900422093749666,2.995732273553991,151.0,0.9968,3.08,-0.616186139423817,9.3,5
169,white,2.2823823856765264,-0.8675005677047231,0.48,2.2874714551839976,-3.3813947543659757,1.6094379124341003,110.0,0.9958,2.87,-1.2378743560016174,10.0,5
170,white,1.9600947840472698,-1.2039728043259361,0.46,0.4054651081081644,-2.7181005369557116,3.367295829986474,133.0,0.9906,3.12,-0.616186139423817,12.7,6
171,white,2.066862759472976,-1.6607312068216509,0.45,0.4054651081081644,-3.101092789211817,2.833213344056216,96.0,0.9917,3.13,-0.941608539858445,11.0,6
172,white,2.028148247292285,-0.7339691750802004,0.37,-0.2231435513142097,-3.2968373663379125,1.3862943611198906,100.0,0.9902,3.03,-0.941608539858445,11.4,4
173,white,1.840549633397487,-1.5141277326297755,0.43,1.5151272329628591,-3.270169119255751,3.4339872044851463,130.0,0.9918,3.35,-1.1086626245216111,11.5,7
174,white,1.9763810611996573,-1.3093333199837622,0.31,2.8735646395797834,-2.9759296462578115,3.4965075614664802,173.0,0.999,3.09,-0.4462871026284195,10.2,5
175,white,1.9315214116032138,-1.4696759700589417,0.4,2.0149030205422647,-3.2188758248682006,3.912023005428146,151.0,0.9927,3.11,-1.3093333199837622,11.4,6
176,white,1.9740810260220096,-1.1394342831883648,0.47,1.62924053973028,-3.123565645063876,2.9444389791664403,65.0,0.991,3.03,-0.8915981192837836,12.6,4
177,white,1.7749523509116738,-1.4696759700589417,0.3,2.5572273113676265,-2.9187712324178627,4.04305126783455,170.0,0.9972,3.28,-0.941608539858445,9.4,5
178,white,1.791759469228055,-0.40047756659712525,0.07,0.1823215567939546,-2.8134107167600364,2.1972245773362196,108.0,0.9931,3.11,-1.0498221244986778,8.7,4
179,white,1.8562979903656263,-1.3862943611198906,0.32,1.7047480922384253,-3.0159349808715104,3.713572066704308,176.0,0.995,3.19,-0.3856624808119846,9.2,6
180,white,1.8562979903656263,-1.1086626245216111,0.31,1.7047480922384253,-3.036554268074246,3.7376696182833684,173.0,0.9951,3.19,-0.4155154439616658,9.3,6
181,white,1.9600947840472698,-1.0788096613719298,0.15,0.1823215567939546,-2.9374633654300153,4.110873864173311,183.0,0.9936,3.09,-0.843970070294529,9.2,5
182,white,1.916922612182061,-1.2729656758128873,0.4,3.091042453358316,-3.036554268074246,3.871201010907891,167.0,1.001,2.93,-0.6931471805599453,8.7,5
183,white,1.9315214116032138,-1.3093333199837622,0.4,2.6390573296152584,-2.995732273553991,4.1588830833596715,227.0,0.9979,3.18,-0.5447271754416722,9.6,6
184,white,1.916922612182061,-1.3470736479666092,0.56,2.4765384001174837,-3.146555163288575,4.1588830833596715,226.0,0.997,3.02,-0.4620354595965587,9.3,5
185,white,1.916922612182061,-1.2378743560016174,0.56,2.4765384001174837,-3.146555163288575,4.189654742026425,230.0,0.9972,3.02,-0.4620354595965587,9.3,5
186,white,1.9021075263969205,-1.4271163556401458,0.41,2.2407096892759584,-3.2188758248682006,3.8918202981106265,166.0,0.9954,3.12,-0.4942963218147801,9.9,6
187,white,1.7749523509116738,-1.2039728043259361,0.23,1.4350845252893227,-3.270169119255751,3.7376696182833684,119.0,0.9924,3.15,-0.6931471805599453,11.0,5
188,white,1.916922612182061,-0.6348782724359695,0.35,1.33500106673234,-3.3813947543659757,3.258096538021482,109.0,0.9906,3.26,-0.5621189181535413,12.7,8
189,white,1.8718021769015913,-1.2729656758128873,0.28,2.1400661634962708,-3.0576076772720784,3.9889840465642745,210.0,0.9962,3.09,-0.616186139423817,8.9,4
190,white,1.8870696490323797,-1.2729656758128873,0.28,2.1400661634962708,-2.9565115604007097,4.007333185232471,211.0,0.9962,3.09,-0.5978370007556204,8.9,6
191,white,1.916922612182061,-1.2729656758128873,0.4,3.091042453358316,-3.036554268074246,3.871201010907891,167.0,1.001,2.93,-0.6931471805599453,8.7,5
192,white,1.916922612182061,-1.2729656758128873,0.36,2.0794415416798357,-3.101092789211817,3.332204510175204,123.0,0.9928,3.02,-0.9942522733438669,11.4,6
193,white,1.8870696490323797,-1.8971199848858813,0.34,1.62924053973028,-2.900422093749666,3.5263605246161616,125.0,0.9942,3.36,-0.8675005677047231,9.6,5
194,white,1.8562979903656263,-1.2378743560016174,0.44,1.2809338454620642,-1.6094379124341003,4.31748811353631,181.0,0.9942,3.02,-0.8915981192837836,9.1,5
195,white,1.8562979903656263,-1.2039728043259361,0.45,1.252762968495368,-1.6245515502441485,4.330733340286331,180.0,0.9942,3.02,-0.941608539858445,9.1,6
196,white,1.8562979903656263,-1.2378743560016174,0.44,1.2809338454620642,-1.6245515502441485,4.31748811353631,183.0,0.9942,3.01,-0.9675840262617056,9.1,5
197,white,1.916922612182061,-1.3470736479666092,0.24,2.0541237336955462,-2.9565115604007097,3.9889840465642745,214.0,0.9961,3.13,-0.7550225842780328,8.9,5
198,white,1.9600947840472698,-1.1394342831883648,0.24,2.5726122302071057,-2.995732273553991,3.9512437185814275,204.0,0.998,3.1,-0.7133498878774648,8.8,5
199,white,1.916922612182061,-1.3470736479666092,0.24,2.0541237336955462,-2.9565115604007097,3.9889840465642745,214.0,0.9961,3.13,-0.7550225842780328,8.9,5
200,white,1.916922612182061,-1.3093333199837622,0.26,2.7788192719904172,-3.0159349808715104,4.007333185232471,196.0,0.9984,3.15,-0.6931471805599453,9.3,5
201,white,1.9600947840472698,-1.1394342831883648,0.24,2.5726122302071057,-2.995732273553991,3.9512437185814275,204.0,0.998,3.1,-0.7133498878774648,8.8,5
202,white,1.9315214116032138,-0.616186139423817,0.32,2.580216829592325,-2.995732273553991,3.970291913552122,236.0,0.9973,3.2,-0.6931471805599453,9.6,5
203,white,1.916922612182061,-1.3470736479666092,0.34,2.631888840136646,-3.3813947543659757,3.6635616461296463,134.0,0.9949,3.33,-0.6348782724359695,12.0,6
204,white,1.7578579175523736,-1.2729656758128873,0.35,0.8329091229351039,-2.9374633654300153,3.58351893845611,114.0,0.9924,3.28,-0.6931471805599453,10.2,4
205,white,1.8562979903656263,-1.5606477482646683,0.5,2.451005098112319,-3.170085660698769,3.8066624897703196,153.0,0.9972,3.15,-0.843970070294529,8.8,5
206,white,1.9459101490553132,-1.8325814637483102,0.32,2.1162555148025524,-3.101092789211817,3.6375861597263857,126.0,0.9958,3.21,-1.0788096613719298,9.2,5
207,white,2.322387720290225,-0.8209805520698302,0.88,1.824549292051046,-3.0159349808715104,2.995732273553991,124.0,0.9968,2.99,-0.6733445532637656,9.9,4
208,white,1.916922612182061,-0.5621189181535413,0.29,0.7884573603642703,-3.2188758248682006,2.70805020110221,77.0,0.9938,3.32,-0.3011050927839216,10.2,5
209,white,1.8082887711792655,-0.916290731874155,0.31,-0.10536051565782628,-3.036554268074246,3.1354942159291497,170.0,0.993,3.22,-0.2613647641344075,9.5,6
210,white,1.7227665977411035,-1.40649706843741,0.25,2.272125885509337,-3.4420193761824103,2.4849066497880004,68.0,0.994,3.31,-1.0788096613719298,10.5,5
211,white,1.916922612182061,-1.7147984280919266,0.38,0.3364722366212129,-3.270169119255751,3.5553480614894135,111.0,0.9918,3.32,-0.527632742082372,11.2,7
212,white,1.9459101490553132,-1.8325814637483102,0.32,2.1162555148025524,-3.101092789211817,3.6375861597263857,126.0,0.9958,3.21,-1.0788096613719298,9.2,5
213,white,1.9021075263969205,-2.0402208285265546,0.29,1.667706820558076,-2.9759296462578115,3.4339872044851463,122.0,0.9944,3.44,-0.9942522733438669,9.7,6
214,white,1.824549292051046,-1.3862943611198906,0.25,0.3364722366212129,-3.506557897319982,3.5553480614894135,105.0,0.9912,3.3,-0.8209805520698302,11.1,7
215,white,1.7578579175523736,-1.3470736479666092,0.24,2.2192034840549946,-3.123565645063876,4.007333185232471,152.0,0.9961,3.31,-0.9675840262617056,9.4,5
216,white,2.0149030205422647,-1.3093333199837622,0.36,1.9459101490553132,-3.3242363405260273,3.8066624897703196,164.0,0.9939,3.03,-1.1086626245216111,11.0,5
217,white,1.7578579175523736,-1.3470736479666092,0.24,2.2192034840549946,-3.123565645063876,4.007333185232471,152.0,0.9961,3.31,-0.9675840262617056,9.4,5
218,white,1.7404661748405046,-1.2729656758128873,0.24,2.8622008809294686,-3.123565645063876,4.0943445622221,167.0,0.9989,3.31,-0.8209805520698302,9.4,5
219,white,2.0149030205422647,-1.4696759700589417,0.36,1.9459101490553132,-3.3242363405260273,3.7612001156935624,161.0,0.9938,3.04,-1.1394342831883648,11.0,5
220,white,2.0149030205422647,-1.3093333199837622,0.36,1.9459101490553132,-3.3242363405260273,3.8066624897703196,164.0,0.9939,3.03,-1.1086626245216111,11.0,5
221,white,1.9740810260220096,-0.3783364407199117,0.21,2.2512917986064953,-2.659260036932778,3.4965075614664802,172.0,0.9971,3.0,-0.5978370007556204,9.1,6
222,white,1.824549292051046,-1.3862943611198906,0.25,0.3364722366212129,-3.506557897319982,3.5553480614894135,105.0,0.9912,3.3,-0.8209805520698302,11.1,7
223,white,1.8718021769015913,-1.6607312068216509,0.3,-0.2231435513142097,-3.146555163288575,3.4965075614664802,144.0,0.9936,3.42,-0.941608539858445,9.1,6
224,white,1.840549633397487,-0.7031975164134467,0.22,0.5877866649021191,-3.079113882493042,3.4339872044851463,140.0,0.9929,3.39,-0.6325881518931421,10.4,6
225,white,1.9600947840472698,-1.4271163556401458,0.41,2.8791984572980396,-3.079113882493042,3.6635616461296463,145.0,0.9998,3.32,-0.941608539858445,8.7,5
226,white,1.8562979903656263,-1.7719568419318752,0.32,0.8754687373538999,-3.036554268074246,3.713572066704308,200.0,0.9938,3.5,-0.6931471805599453,9.7,6
227,white,1.9600947840472698,-1.3862943611198906,0.32,2.33214389523559,-3.1941832122778293,4.189654742026425,272.0,0.9969,3.17,-0.6539264674066639,9.1,6
228,white,1.8562979903656263,-1.7719568419318752,0.32,0.8754687373538999,-3.036554268074246,3.713572066704308,200.0,0.9938,3.5,-0.6931471805599453,9.7,6
229,white,1.9600947840472698,-1.4271163556401458,0.41,2.8791984572980396,-3.079113882493042,3.6635616461296463,145.0,0.9998,3.32,-0.941608539858445,8.7,5
230,white,1.916922612182061,-0.4462871026284195,0.08,2.272125885509337,-2.7806208939370456,3.258096538021482,142.0,0.9972,3.37,-0.7765287894989963,8.9,4
231,white,2.1162555148025524,-1.2729656758128873,0.4,2.0541237336955462,-3.1941832122778293,3.6375861597263857,194.0,0.9976,3.34,-0.6733445532637656,9.6,6
232,white,2.1041341542702074,-1.3093333199837622,0.39,2.0541237336955462,-3.2441936328524905,3.8918202981106265,208.0,0.9976,3.31,-0.6733445532637656,9.5,6
233,white,1.9740810260220096,-1.4696759700589417,0.38,2.6602595372658615,-2.8473122684357177,4.007333185232471,194.0,0.9979,3.09,-0.8209805520698302,9.0,6
234,white,1.9740810260220096,-1.4696759700589417,0.38,2.6602595372658615,-2.8473122684357177,4.007333185232471,194.0,0.9979,3.09,-0.8209805520698302,9.0,6
235,white,1.9740810260220096,-1.4696759700589417,0.38,2.6602595372658615,-2.8473122684357177,4.007333185232471,194.0,0.9979,3.09,-0.8209805520698302,9.0,6
236,white,1.9740810260220096,-1.4696759700589417,0.38,2.6602595372658615,-2.8473122684357177,4.007333185232471,194.0,0.9979,3.09,-0.8209805520698302,9.0,6
237,white,1.916922612182061,-0.6539264674066639,0.32,2.580216829592325,-3.123565645063876,3.9889840465642745,221.0,0.9972,3.27,-0.6931471805599453,9.6,6
238,white,1.9459101490553132,-1.3470736479666092,0.59,0.3364722366212129,-3.2968373663379125,3.6888794541139363,120.0,0.9918,3.34,-0.8915981192837836,11.1,7
239,white,1.824549292051046,-1.3862943611198906,0.21,2.744060638625243,-3.2441936328524905,3.332204510175204,159.0,0.9982,3.48,-0.4462871026284195,9.6,6
240,white,1.9878743481543455,-1.1394342831883648,0.23,2.617395832834079,-2.995732273553991,3.8918202981106265,197.0,0.9985,3.2,-0.7765287894989963,8.7,5
241,white,2.0412203288596382,-1.171182981502945,0.26,2.0541237336955462,-3.473768074496991,3.1354942159291497,90.0,0.9944,3.13,-0.6931471805599453,10.4,5
242,white,1.9600947840472698,-1.5606477482646683,0.37,0.8754687373538999,-3.649658740960655,3.1354942159291497,100.0,0.9903,3.15,-0.9675840262617056,11.4,7
243,white,1.916922612182061,-1.4271163556401458,0.34,0.9932517730102834,-3.0576076772720784,4.1666652238017265,218.5,0.9934,3.3,-0.5447271754416722,9.7,6
244,white,1.9315214116032138,-0.916290731874155,0.56,2.4159137783010487,-3.146555163288575,3.6888794541139363,142.0,0.9975,3.14,-0.7765287894989963,8.7,5
245,white,1.8082887711792655,-1.7147984280919266,0.36,0.6931471805599453,-3.270169119255751,2.995732273553991,249.5,0.9923,3.37,-0.23572233352106983,11.3,6
246,white,1.916922612182061,-1.5606477482646683,0.27,0.7419373447293773,-3.506557897319982,3.258096538021482,139.0,0.99,3.16,-0.4942963218147801,12.6,7
247,white,1.7578579175523736,-1.6094379124341003,0.27,0.3364722366212129,-3.473768074496991,2.4849066497880004,77.0,0.9905,3.25,-1.0216512475319814,10.9,7
248,white,1.7227665977411035,-1.6607312068216509,0.26,0.3364722366212129,-3.506557897319982,2.4849066497880004,76.0,0.9905,3.25,-0.9942522733438669,10.9,7
249,white,1.9763810611996573,-0.8915981192837836,0.14,2.341805806147327,-3.2968373663379125,2.8903717578961645,119.0,0.996,3.38,-0.7985076962177716,10.0,5
250,white,1.7749523509116738,-1.5606477482646683,0.28,1.5260563034950492,-2.9374633654300153,3.6888794541139363,199.0,0.9964,3.72,-0.35667494393873245,10.0,4
251,white,2.1400661634962708,-1.3470736479666092,0.21,2.785011242238338,-2.6036901857779675,3.713572066704308,197.0,0.998,3.02,-0.6931471805599453,9.8,3
252,white,1.9315214116032138,-0.916290731874155,0.56,2.4159137783010487,-3.146555163288575,3.6888794541139363,142.0,0.9975,3.14,-0.7765287894989963,8.7,5
253,white,1.7578579175523736,-1.4271163556401458,0.44,1.252762968495368,-3.540459448995663,1.6094379124341003,109.0,0.9913,3.53,-0.843970070294529,11.7,3
254,white,1.7578579175523736,-1.4271163556401458,0.39,0.4054651081081644,-2.9187712324178627,3.6109179126442243,158.0,0.9932,3.21,-0.6539264674066639,9.3,6
255,white,1.9021075263969205,-1.3470736479666092,0.39,0.09531017980432493,-3.2188758248682006,3.8066624897703196,147.0,0.9935,3.32,-0.5447271754416722,9.6,8
256,white,1.840549633397487,-1.0498221244986778,0.3,1.7404661748405046,-3.3524072174927233,2.0794415416798357,97.0,0.9927,3.27,-0.8915981192837836,11.0,7
257,white,1.840549633397487,-1.0498221244986778,0.3,1.7404661748405046,-3.3524072174927233,2.0794415416798357,97.0,0.9927,3.27,-0.8915981192837836,11.0,7
258,white,1.8562979903656263,-1.4696759700589417,0.39,0.5877866649021191,-3.4420193761824103,3.1354942159291497,118.0,0.9912,3.32,-0.6931471805599453,11.8,6
259,white,1.7578579175523736,-1.0216512475319814,0.38,-0.10536051565782628,-3.2968373663379125,1.0986122886681098,75.0,0.9904,3.28,-1.0788096613719298,11.4,4
260,white,1.9315214116032138,-2.162823150618887,0.35,1.6863989535702288,-3.036554268074246,3.58351893845611,108.0,0.9939,3.32,-0.8675005677047231,10.2,6
261,white,1.9315214116032138,-1.2378743560016174,0.4,2.9678470700644555,-3.146555163288575,3.58351893845611,156.0,0.9996,2.93,-0.7550225842780328,8.9,5
262,white,1.9315214116032138,-1.2729656758128873,0.4,2.1041341542702074,-3.3242363405260273,2.70805020110221,95.0,0.9944,3.17,-1.1086626245216111,10.2,5
263,white,1.9740810260220096,-1.2378743560016174,0.4,2.6100697927420065,-3.101092789211817,4.189654742026425,231.0,0.9977,3.08,-0.527632742082372,9.6,6
264,white,1.824549292051046,-1.4271163556401458,0.35,0.1823215567939546,-3.270169119255751,3.091042453358316,167.0,0.9912,3.1,-0.7339691750802004,10.6,6
265,white,1.9315214116032138,-1.2378743560016174,0.4,2.9678470700644555,-3.146555163288575,3.58351893845611,156.0,0.9996,2.93,-0.7550225842780328,8.9,5
266,white,1.9315214116032138,-1.1394342831883648,0.26,2.1162555148025524,-2.9374633654300153,3.4657359027997265,180.0,0.9965,3.25,-0.6733445532637656,9.2,6
267,white,1.9763810611996573,-0.5447271754416722,0.07,1.9315214116032138,-3.146555163288575,3.5263605246161616,149.0,0.9944,3.34,-0.5621189181535413,9.7,5
268,white,1.667706820558076,-0.5361434317502807,0.3187218971358124,1.9600947840472698,-3.123565645063876,3.5263605246161616,145.0,0.9945,3.34,-0.5621189181535413,9.7,6
269,white,1.6863989535702288,-0.527632742082372,0.07,1.9459101490553132,-3.101092789211817,3.58351893845611,147.0,0.9944,3.34,-0.5621189181535413,9.7,6
270,white,1.9315214116032138,-1.1394342831883648,0.26,2.1162555148025524,-2.9374633654300153,3.4657359027997265,180.0,0.9965,3.25,-0.6733445532637656,9.2,6
271,white,1.6486586255873816,-0.5108256237659907,0.07,1.9459101490553132,-3.123565645063876,3.4965075614664802,147.0,0.9944,3.33,-0.5447271754416722,9.7,5
272,white,1.7578579175523736,-1.3862943611198906,0.26,2.5726122302071057,-2.9759296462578115,3.784189633918261,148.0,0.9972,3.29,-0.9675840262617056,9.3,5
273,white,1.8870696490323797,-0.5447271754416722,0.3,1.62924053973028,-2.864704011147587,3.4011973816621555,123.0,0.9949,3.24,-0.9675840262617056,9.0,5
274,white,1.9459101490553132,-1.2378743560016174,0.54,2.3702437414678603,-3.079113882493042,4.07753744390572,234.0,0.9966,3.05,-0.4942963218147801,9.5,5
275,white,1.8870696490323797,-1.6607312068216509,0.41,2.186051276738094,-3.079113882493042,3.9318256327243257,169.0,0.9954,3.14,-0.5621189181535413,9.8,6
276,white,1.9021075263969205,-1.6094379124341003,0.41,2.2082744135228043,-3.123565645063876,3.912023005428146,166.0,0.9954,3.14,-0.5447271754416722,9.8,6
277,white,2.0412203288596382,-1.3470736479666092,0.4,0.09531017980432493,-3.170085660698769,2.1972245773362196,60.0,0.9915,2.89,-0.6931471805599453,10.6,5
278,white,1.916922612182061,-1.1394342831883648,0.34,0.1823215567939546,-3.123565645063876,2.6390573296152584,67.0,0.9919,3.05,-0.7550225842780328,10.6,4
279,white,1.9459101490553132,-1.2039728043259361,0.49,1.547562508716013,-3.3242363405260273,2.833213344056216,105.0,0.9916,3.26,-0.3856624808119846,12.4,7
280,white,1.9459101490553132,-1.4271163556401458,0.36,1.0296194171811581,-3.3813947543659757,3.091042453358316,112.0,0.99,3.19,-0.9675840262617056,12.6,8
281,white,1.8082887711792655,-1.171182981502945,0.58,1.6094379124341003,-3.2441936328524905,3.58351893845611,114.0,0.9909,3.3,-0.5108256237659907,12.3,8
282,white,1.916922612182061,-0.8209805520698302,0.37,1.62924053973028,-3.0576076772720784,3.828641396489095,201.0,0.9938,3.08,-0.4307829160924542,10.5,4
283,white,1.9021075263969205,-1.0788096613719298,0.3,2.747270914255491,-2.9187712324178627,3.9318256327243257,196.0,0.9982,3.19,-0.7133498878774648,9.3,5
284,white,1.9600947840472698,-1.0498221244986778,0.24,2.7343675094195836,-2.900422093749666,3.828641396489095,198.0,0.9988,3.12,-0.7133498878774648,8.8,5
285,white,1.9878743481543455,-1.1394342831883648,0.25,1.9740810260220096,-2.8824035882469876,3.8501476017100584,180.0,0.9961,3.08,-0.7550225842780328,8.8,5
286,white,1.8718021769015913,-1.2729656758128873,0.33,2.7536607123542622,-2.9374633654300153,3.9318256327243257,190.0,0.9978,3.22,-0.6733445532637656,9.7,6
287,white,1.9740810260220096,-1.4696759700589417,0.39,2.653241964607215,-2.8473122684357177,3.8918202981106265,192.0,0.9979,2.98,-0.7339691750802004,9.0,7
288,white,1.9740810260220096,-1.4696759700589417,0.39,2.653241964607215,-2.8473122684357177,3.8918202981106265,192.0,0.9979,2.98,-0.7339691750802004,9.0,7
289,white,1.9740810260220096,-1.4696759700589417,0.39,2.653241964607215,-2.8473122684357177,3.8918202981106265,192.0,0.9979,2.98,-0.7339691750802004,9.0,7
290,white,1.9740810260220096,-1.4696759700589417,0.39,2.653241964607215,-2.8473122684357177,3.8918202981106265,192.0,0.9979,2.98,-0.7339691750802004,9.0,7
291,white,1.7749523509116738,-1.8971199848858813,0.31,1.7578579175523736,-3.1941832122778293,3.970291913552122,155.0,0.9945,3.52,-0.7765287894989963,10.5,6
